emp_no,first_name,last_name,dept_name,from_date,to_date
467591,Kiyotoshi,Hennebert,Marketing,2001-03-06,9999-01-01
467886,Sivanarayana,Chandrasekhar,Marketing,1996-01-24,9999-01-01
467918,Tsuneo,Skrikant,Customer Service,1997-10-21,9999-01-01
468360,Huei,Saoudi,Development,1994-08-10,9999-01-01
468417,Kamakshi,Huhdanpaa,Production,1993-08-26,9999-01-01
468659,Ranga,Lemarechal,Development,1989-11-05,9999-01-01
468763,Sachin,Zlotek,Production,1985-03-11,1990-08-09
468773,Baziley,Brookner,Quality Management,1993-09-22,9999-01-01
469104,Nadjib,Comellas,Quality Management,1999-01-22,9999-01-01
469253,Baruch,Basawa,Development,1993-09-17,9999-01-01
469269,Weiyi,Codenie,Production,1989-05-27,9999-01-01
469366,Aiman,Wilfing,Quality Management,1990-12-30,9999-01-01
469399,Hongzhu,Ruemmler,Production,2000-06-06,9999-01-01
469527,Halsur,Ibel,Research,1998-03-05,9999-01-01
469529,Neven,Rikino,Quality Management,1988-10-21,9999-01-01
469735,Arif,Stranks,Development,1992-11-16,9999-01-01
469805,Chaosheng,Shobatake,Finance,1991-07-03,2001-09-15
469867,Hein,Jonsson,Research,1985-02-12,9999-01-01
470456,Reuven,Oehlmann,Sales,1986-03-29,9999-01-01
470472,Zhiguo,Staudhammer,Development,1985-12-03,9999-01-01
471397,Nigel,Zirintsis,Research,1999-07-23,9999-01-01
471532,Feiyu,Decleir,Development,1998-09-13,9999-01-01
471552,Basem,Lortz,Finance,1997-10-25,9999-01-01
471911,Arun,Zaccaria,Quality Management,1990-05-31,9999-01-01
471939,Kazuhiko,Marshall,Production,2001-06-04,9999-01-01
472052,Godehard,Chinal,Development,1995-12-09,9999-01-01
472143,Yahiko,Sommen,Sales,1996-08-14,9999-01-01
472238,Jungsoon,Gubsky,Production,1990-10-09,9999-01-01
472440,Xuejia,Leppanen,Human Resources,1998-08-25,2000-10-25
472790,Zhenbing,Ibel,Development,1985-10-29,9999-01-01
472950,Weidon,Fordan,Production,1986-03-27,9999-01-01
473268,Hugo,Sgarro,Sales,1992-04-24,9999-01-01
473299,Khaled,Penn,Sales,1992-05-19,9999-01-01
473490,Pantung,Reeker,Research,1992-05-11,9999-01-01
473824,Shin,Puoti,Marketing,1996-12-20,1999-05-09
473940,Avishai,Majewski,Production,1998-01-10,9999-01-01
474162,Ung,Taubenfeld,Production,1999-10-14,2001-06-30
474257,Sungwon,Kornyak,Research,1991-04-04,1994-10-23
474331,Sugwoo,Eugenio,Finance,1994-03-02,9999-01-01
474372,Monique,Cyre,Finance,1986-02-13,1994-10-11
474763,Mayuko,Clouatre,Development,1997-09-04,9999-01-01
474796,Zongyan,Shackel,Customer Service,1987-08-17,9999-01-01
474918,Rasikan,Khalil,Development,1985-02-10,1985-03-11
475087,Genevieve,Snedden,Production,1988-10-21,9999-01-01
475258,Fumiyo,Feinberg,Production,2000-02-12,9999-01-01
475538,Christophe,Leaver,Human Resources,1998-10-31,9999-01-01
475938,Shigeaki,Lanteri,Development,1989-02-17,9999-01-01
475965,Rimon,Pietracaprina,Development,1985-07-10,9999-01-01
476055,Girolamo,Schlumberger,Research,1993-03-07,9999-01-01
476122,Khun,Spieker,Production,1995-05-07,9999-01-01
476327,Reinhold,Binkley,Production,1995-05-29,9999-01-01
476361,Doohun,Preusig,Research,1993-04-28,9999-01-01
476488,Yuping,Kuhnemann,Production,1986-12-13,1994-07-07
477350,Terresa,Vigier,Sales,1998-07-08,9999-01-01
477352,Nikolaos,Lorch,Development,1999-04-17,2002-03-07
477578,Marit,Paludetto,Development,1990-09-30,9999-01-01
477969,Bluma,Mundy,Development,1991-10-18,9999-01-01
478007,Fumino,Narahara,Production,1991-09-21,9999-01-01
478170,Doowon,Schoegge,Development,1995-04-13,9999-01-01
478218,Djenana,Erol,Research,1999-12-03,9999-01-01
478439,Yuichiro,Bale,Development,1997-11-04,9999-01-01
478768,Arun,Katzenelson,Production,1991-10-28,9999-01-01
478799,Shaw,Borovoy,Marketing,1991-05-11,9999-01-01
478833,Pradeep,Valiente,Production,1992-09-19,9999-01-01
478858,Hidekazu,Perna,Customer Service,1999-11-08,9999-01-01
479024,Ewing,Kalorkoti,Production,1996-12-21,9999-01-01
479407,Randi,Tomescu,Production,1986-11-25,9999-01-01
479601,Kayoko,Bahi,Research,1997-02-19,9999-01-01
479695,Masamitsu,Murrill,Marketing,1999-06-23,9999-01-01
480035,Sukumar,Georg,Development,1990-08-26,9999-01-01
480066,Suebskul,Menhardt,Quality Management,1994-07-26,9999-01-01
480178,Uinam,Rahier,Research,1991-02-10,9999-01-01
480268,Gaurav,Cheshire,Development,1989-03-30,9999-01-01
480407,Deniz,Bennis,Development,1989-06-24,9999-01-01
480571,Anoosh,Wielonsky,Development,1994-08-04,1996-08-01
481050,Weiru,Burnard,Human Resources,1990-10-15,9999-01-01
481148,Gina,Decaestecker,Development,1986-06-20,1989-05-25
481213,Shigehiro,Haldar,Sales,1991-12-14,9999-01-01
481397,Luisa,Chelton,Production,1998-08-13,9999-01-01
481399,Amabile,Crelier,Development,1999-01-14,2000-04-07
481467,Margareta,Polajnar,Sales,1989-02-24,1996-07-01
481764,Teiji,Marrakchi,Production,1986-08-26,9999-01-01
481790,Haldun,Erie,Research,1999-01-01,9999-01-01
481807,Taegyun,Vieri,Development,1988-06-17,1989-03-03
482278,Sven,Hinsberger,Quality Management,1992-07-24,1994-07-26
482335,Kwangyoen,Peck,Development,1994-01-16,9999-01-01
482354,Jayson,Zockler,Research,1999-11-06,9999-01-01
482755,Jouni,Conia,Marketing,1994-10-31,9999-01-01
482756,Shaowei,Back,Sales,1996-07-30,1998-12-21
482885,Shaunak,Brizzi,Production,1988-09-02,9999-01-01
482905,Aral,Hebden,Finance,1991-09-10,9999-01-01
482944,Duke,Journel,Sales,1991-10-26,9999-01-01
483213,Phillip,Munch,Development,1991-09-02,1998-04-01
483401,Rosita,Pokrovskii,Sales,1996-08-03,9999-01-01
483675,Hausi,Kamber,Production,1988-02-16,9999-01-01
483825,Marek,Mitchem,Production,1992-11-20,9999-01-01
483838,Sham,Kavanagh,Production,1997-12-18,9999-01-01
483978,Dung,Tanemo,Sales,1990-01-28,9999-01-01
484126,Manton,Lueh,Human Resources,1989-04-07,9999-01-01
484142,Perry,Cooman,Human Resources,1987-04-23,9999-01-01
484498,Herbert,Hammerschmidt,Production,1996-08-22,9999-01-01
484756,Phule,Ruemmler,Development,1990-08-09,9999-01-01
485253,Gladys,Parhami,Customer Service,1996-07-20,9999-01-01
485489,Keiichiro,Armand,Development,1986-12-14,9999-01-01
485577,Rafael,Menhoudj,Development,1997-04-27,9999-01-01
485579,Munehiro,Iwayama,Development,1986-12-16,9999-01-01
485799,Yoshimitsu,Litvinov,Research,1997-11-22,9999-01-01
485817,Mahmut,Bolotov,Production,1997-02-21,9999-01-01
486068,Yefim,Bernardeschi,Human Resources,1996-06-26,9999-01-01
486808,Geoffrey,Siochi,Quality Management,1998-12-27,9999-01-01
486918,Yagil,Remmers,Sales,1994-11-01,9999-01-01
486955,Jaber,Feldmann,Production,1997-05-23,1998-08-05
486956,Matt,Ruemmler,Production,1993-10-14,9999-01-01
486958,Tonny,Kropf,Development,1986-07-30,9999-01-01
487008,Zhigen,Raney,Sales,1993-05-26,9999-01-01
487505,Uno,Jayawardene,Research,1987-11-02,9999-01-01
487856,Jaewon,Mansanne,Development,1999-05-22,2000-04-29
487988,Ekawit,Schaft,Human Resources,1990-05-20,9999-01-01
488095,Francoise,Hegner,Customer Service,1997-12-23,9999-01-01
488115,Leah,Luke,Development,1995-08-23,1995-09-27
488142,Denis,Narlikar,Sales,1991-07-01,9999-01-01
488414,Changho,Gaughan,Development,1987-06-21,1991-07-13
488482,Kensyu,Tsunoo,Development,1999-12-05,9999-01-01
488540,Breannda,Maquelin,Finance,1996-04-12,9999-01-01
488619,Georgy,Bennis,Production,1998-04-11,9999-01-01
488632,Irena,Baalen,Sales,1999-11-22,2001-02-10
488693,Jiong,Zultner,Development,1993-03-10,9999-01-01
488707,Mihalis,Remmers,Sales,1990-03-01,9999-01-01
488752,Nimmagadda,Baja,Marketing,1994-02-09,9999-01-01
488788,Wuxu,Garigliano,Customer Service,1990-09-21,9999-01-01
488984,Kendra,Junet,Sales,1992-11-12,9999-01-01
489465,Bogdan,Pepe,Production,1995-02-15,1998-11-06
489755,Matk,Chorvat,Human Resources,1999-12-04,9999-01-01
489756,Kersti,Miculan,Finance,1992-06-09,9999-01-01
489928,Satoru,Janetzko,Development,1997-07-26,9999-01-01
490240,Kazunori,Orlowska,Sales,1996-06-18,2000-10-26
490551,Lalit,Lindqvist,Development,1998-11-07,9999-01-01
490557,Luise,Vigier,Production,1994-07-01,9999-01-01
490568,Zita,Reistad,Development,1998-07-23,9999-01-01
490720,Younwoo,Samarati,Quality Management,2002-05-18,9999-01-01
491079,Kwangsub,Keirsey,Development,1992-02-04,9999-01-01
491162,Panayotis,Hempstead,Development,1994-08-29,9999-01-01
491478,Gill,Varman,Sales,1988-06-18,9999-01-01
491494,Saniya,Broomell,Sales,1992-08-04,1997-09-02
491596,Charmane,Pargas,Production,1992-08-03,9999-01-01
491632,Gadiel,Perly,Customer Service,1986-10-20,9999-01-01
492000,Valeska,Cools,Human Resources,1993-12-16,9999-01-01
492052,Udo,Ratnakar,Customer Service,1999-11-30,9999-01-01
492217,Heekeun,Verhaegen,Development,1991-09-28,9999-01-01
492639,Sanjoy,Porenta,Development,1997-07-10,9999-01-01
492677,Goetz,McAffer,Production,1988-02-05,9999-01-01
493031,Hironoby,Jakobus,Customer Service,1991-07-30,9999-01-01
493048,Muzhong,Berztiss,Sales,1995-01-23,9999-01-01
493096,Sachem,Msuda,Development,1995-04-07,9999-01-01
493278,Shaleah,Pileggi,Production,1999-02-10,1999-10-30
493744,Leni,Kropatsch,Production,1997-07-17,9999-01-01
494019,Morrie,Iisaku,Marketing,1991-05-06,9999-01-01
494088,Phule,Dahlbom,Production,1989-02-06,9999-01-01
494493,Masasuke,Koprowski,Marketing,1996-11-20,9999-01-01
494978,Bezalel,Himler,Human Resources,1999-07-09,2002-06-12
494995,Yongmao,Pouyioutas,Sales,1989-08-24,9999-01-01
495969,Geoffrey,Panienski,Production,1988-11-28,1998-06-07
496100,Pranjal,Reinhard,Customer Service,1995-05-08,9999-01-01
496970,Giordano,Maquelin,Production,1999-12-31,9999-01-01
496978,Danco,Debuse,Marketing,1993-09-10,9999-01-01
497007,Oldrich,Adachi,Customer Service,1998-08-09,9999-01-01
497174,Sanjiv,Bressoud,Development,1993-04-27,9999-01-01
497340,Fayez,Keohane,Marketing,1990-09-19,9999-01-01
497391,Paris,Lieblein,Quality Management,1999-05-19,9999-01-01
497409,Reinhard,Erde,Production,1992-12-04,1996-03-13
497660,Gritta,Petereit,Development,1985-04-06,1994-09-05
497835,Shuho,Laurillard,Production,1999-10-06,9999-01-01
498185,Caolyn,Marciano,Development,1999-06-06,9999-01-01
498337,Naraig,Docker,Sales,1997-05-17,9999-01-01
498456,Geraldo,Gerteisen,Customer Service,1987-06-05,9999-01-01
498635,Florian,Pezzoli,Sales,1988-07-22,9999-01-01
498838,Sanjay,Ciolek,Research,1989-12-13,9999-01-01
498845,Arumugam,Pelc,Development,1999-11-13,9999-01-01
498955,Nechama,Kandlur,Production,1995-01-16,9999-01-01
499160,Urs,Rande,Research,1990-01-25,1991-03-01
499194,Padma,Delgrange,Customer Service,1999-08-27,9999-01-01
499260,Danae,Honglei,Production,1998-09-14,9999-01-01
499495,Baoqiu,Kakkar,Development,1999-08-30,9999-01-01
